valid,urgent,aircraft,report,turbulence,atrcc,fl,lat,lon
2011-03-06 19:37:00+00:00,T,ERCO,BUR UUA /OV BUR306011 /TM 1937 /FL040 /TP ERCO /TB MOD-SEV /RM IN NEWHALL PASS,MOD-SEV,ZLA,4000,34.308439358206684,-118.53801525322876
2011-03-07 19:05:00+00:00,T,PA46,WHP UUA /OV BUR360005 /TM 1905 /FL090 /TP PA46 /TB MOD-SEV,MOD-SEV,ZLA,9000,34.284010083340085,-118.35867
2011-04-07 16:22:00+00:00,T,BE20,WHP UUA /OV BUR360005 /TM 1622 /FL090 /TP BE20 /TB MOD-SEV,MOD-SEV,ZLA,9000,34.284010083340085,-118.35867
2011-04-16 14:09:00+00:00,T,P28A,WHP UUA /OV BUR360003 /TM 1409 /FL030 /TP P28A /TB MOD-SEV 030-050,MOD-SEV 030-050,ZLA,3000,34.25067405000405,-118.35867
2011-11-06 18:25:00+00:00,T,H25B,BUR UUA /OV BUR090005 /TM 1825 /FL050 /TP H25B /TB SEV,SEV,ZLA,5000,34.20067,-118.2579050343488
2011-12-01 16:00:00+00:00,T,C208,BUR UUA /OV BUR /TM 1600 /FL065 /TP C208 /TB MOD SEV,MOD SEV,ZLA,6500,34.20067,-118.35867
2011-12-01 16:30:00+00:00,T,C510,BUR UUA /OV SMO032013 /TM 1630 /FL080 /TP C510 /TB SEV,SEV,ZLA,8000,34.204758637426195,-118.3085415955686
2011-12-01 18:50:00+00:00,T,PA32,WHP UUA /OV BUR360005 /TM 1850 /FL090 /TP PA32 /TB SEV,SEV,ZLA,9000,34.284010083340085,-118.35867
2011-12-01 18:57:00+00:00,T,PA32,BUR UUA /OV BUR100005 /TM 1857 /FL090 /TP PA32 /TB SEV /RM OVR DARTS INT 800-1000 UDDFS,SEV,ZLA,9000,34.18619814640139,-118.2594358805947
2011-12-03 20:15:00+00:00,T,SR22,BUR UUA /OV BUR090006 /TM 2015 /FL085 /TP SR22 /TB SEV,SEV,ZLA,8500,34.20067,-118.23775204121856
2011-12-16 18:05:00+00:00,T,H60,EMT UUA /OV BUR090015 /TM 1805 /FL020 /TP H60 /TB CONT MOD OCNL SEV 020-BLO,CONT MOD OCNL SEV 020-BLO,ZLA,2000,34.20067,-118.0563751030464
2011-12-17 00:18:00+00:00,T,SW3,BUR UUA /OV LAX360015 /TM 0018 /FL090 /TP SW3 /TB MOD-SEV,MOD-SEV,ZLA,9000,34.18818025002025,-118.38653
2011-12-17 01:47:00+00:00,T,C510,BUR UUA /OV VNY-BUR090005 /TM 0147 /FL050 /TP C510 /TB SEV,SEV,ZLA,5000,34.20067,-118.35867
2011-12-22 17:45:00+00:00,T,E120,BUR UUA /OV VNY095012 /TM 1745 /FL050 /TP E120 /TB SEV 070-050,SEV 070-050,ZLA,5000,34.19228743952602,-118.24822847376728
2011-12-23 02:37:00+00:00,T,PA32,BUR UUA /OV EMT315015/TM 0237/FL085/TP PA32/TB SEV 085-035 / MOD BLO035/RM DURD. COR TURB. ZLA CWSU,SEV 085-035,ZLA,8500,34.262791014223275,-118.248464852222
2011-12-23 02:37:00+00:00,T,PA32,BUR UUA /OV EMT315015/TM 0237/FL085/TP PA32/TB SEV 085-035 / MOD BLO 035/RM DURD. COR TURB. ZLA CWSU,SEV 085-035,ZLA,8500,34.262791014223275,-118.248464852222
2011-12-23 02:37:00+00:00,T,PA32,BUR UUA /OV EMT315015 /TM 0237 /FL085 /TP PA32 /TB SEV 085-035 MOD BLO 035 /RM DURD,SEV 085-035 MOD BLO 035,ZLA,8500,34.262791014223275,-118.248464852222
2011-12-23 16:58:00+00:00,T,BE9L,BUR UUA /OV BUR045003-BUR045005 /TM 1658 /FL045 /TP BE9L /TB MOD-SEV /RM 500-1000 FPM DWNDFTS +12KTS IAS,MOD-SEV,ZLA,4500,34.23602820284466,-118.3159190456892
2011-12-23 17:54:00+00:00,T,BE9L,BUR UUA /OV BUR045005 /TM 1754 /FL045 /TP BE9L /WX FV99SM /TA 10 /TB SEV /RM UDDFS+/- 1000 FPM WS +/-10 KTS IAS,SEV,ZLA,4500,34.25960033807443,-118.28741840948202
2012-01-24 21:47:00+00:00,T,PA32,WHP UUA /OV BUR360008 /TM 2147 /FL055 /TP PA32 /TB SEV,SEV,ZLA,5500,34.334014133344134,-118.35867
2012-01-28 06:48:00+00:00,T,C210,WHP UUA /OV BUR360010 /TM 0648 /FL120 /TP C210 /TB MOD-OCNL SEV 100-120,MOD-OCNL SEV 100-120,ZLA,12000,34.36735016668017,-118.35867
2012-02-01 21:00:00+00:00,T,A321,BUR UUA /OV PMD190020/TM 2100/FL290/TP A321/TB SEV/RM ZLA CWSU,SEV,ZLA,29000,34.30109415916001,-118.15490032789153
2012-02-16 16:16:00+00:00,T,BL17,WHP UUA /OV BUR325005 /TM 1616 /FL075 /TP BL17 /TB MOD-SEV,MOD-SEV,ZLA,7500,34.268938199639244,-118.41646640990726
2012-02-16 16:50:00+00:00,T,P28A,MWS UUA /OV BUR090010 /TM 1650 /FL060 /TP P28A /TB MOD-SEV 060-030 /RM UDDFS 1000 FPM,MOD-SEV 060-030,ZLA,6000,34.20067,-118.1571400686976
2012-02-16 17:31:00+00:00,T,C210,BUR UUA /OV BUR /TM 1731 /FL070 /TP C210 /TB MOD-SEV 070-BLO /RM UDDFS,MOD-SEV 070-BLO,ZLA,7000,34.20067,-118.35867
2012-02-16 18:10:00+00:00,T,PA46,MWS UUA /OV BUR090010 /TM 1810 /FL110 /TP PA46 /TB MOD SEV 110-090 /RM UDDFS 1500 FPM/ 60 DEGREE BANK/ MOUNTAIN WAVE ACTIVITY,MOD SEV 110-090,ZLA,11000,34.20067,-118.1571400686976
2012-02-17 00:09:00+00:00,T,C560,BUR UUA /OV BUR090004 /TM 0009 /FL050 /TP C560 /TB MOD-SEV 050-070,MOD-SEV 050-070,ZLA,5000,34.20067,-118.27805802747903
2012-03-08 02:22:00+00:00,T,C177,MWS UUA /OV BUR090012 /TM 0222 /FL060 /TP C177 /TB SEV,SEV,ZLA,6000,34.20067,-118.11683408243712
2012-05-23 04:42:00+00:00,T,B737,WHP UUA /OV BUR360005 /TM 0442 /FL050 /TP B737 /TB SEV 050-040,SEV 050-040,ZLA,5000,34.284010083340085,-118.35867
2012-06-05 19:50:00+00:00,T,UNKN,BUR UUA /OV BUR180005 /TM 1950 /FL020 /TP UNKN /TB MOD OCNL SEV BLO 020 /RM ACFT A HELO,MOD OCNL SEV BLO 020,ZLA,2000,34.11732991665992,-118.35867
2012-10-26 16:44:00+00:00,T,C172,VNY UUA /OV BUR270020 /TM 1644 /FL035 /TP C172 /TB MOD-SEV,MOD-SEV,ZLA,3500,34.20067,-118.7617298626048
2013-01-02 18:36:00+00:00,T,M20P,WHP UUA /OV BUR360010 /TM 1836 /FL080 /TP M20P /TB MOD-SEV,MOD-SEV,ZLA,8000,34.36735016668017,-118.35867
2013-01-03 01:00:00+00:00,T,C510,BUR UUA /OV BUR360005 /TM 0100 /FL050 /TP C510 /TB MOD-SEV /RM OVER MOUNTAINS,MOD-SEV,ZLA,5000,34.284010083340085,-118.35867
2013-01-07 18:58:00+00:00,T,C175,BUR UUA /OV BUR045005 /TM 1858 /FL030 /TP C175 /TB SEV,SEV,ZLA,3000,34.25960033807443,-118.28741840948202
2013-01-07 18:59:00+00:00,T,B350,WHP UUA /OV BUR360005 /TM 1859 /FL070 /TP B350 /TB SEV,SEV,ZLA,7000,34.284010083340085,-118.35867
2013-04-08 18:03:00+00:00,T,B732,VNY UUA /OV BUR270010 /TM 1803 /FL110 /TP B732 /TB SEV /RM DURD 070-110,SEV,ZLA,11000,34.20067,-118.5601999313024
2013-04-08 18:03:00+00:00,T,B732,VNY UUA /OV BUR270010/TM 1803/FL110/TP B732/TB SEV 070-110/RM DURD.COR TURB ALT. ZLA CWSU,SEV 070-110,ZLA,11000,34.20067,-118.5601999313024
2013-04-08 18:03:00+00:00,T,B732,VNY UUA /OV BUR270010/TM 1803/FL110/TP B732/TB SEV 070-110/RM DURD. COR TURB ALT. ZLA CWSU,SEV 070-110,ZLA,11000,34.20067,-118.5601999313024
2013-04-08 18:19:00+00:00,F,B737,VNY UA /OV KBUR300010/TM 1819/FL115/TP B737/TB SEV/RM FL115 -070 DURD BUR AWC-WEB:SWA,SEV,ZLA,11500,34.284010083340085,-118.53320004013082
2013-04-08 22:10:00+00:00,F,B737,BUR UA /OV KBUR/TM 2210/FL100/TP B737/TB SEVERE CHOP/RM SEVERE TURB DESCENDING THROUGH FL100 AWC-WEB:SWA,SEVERE CHOP,ZLA,10000,34.20067,-118.35867
2014-01-14 01:54:00+00:00,T,BE35,WHP UUA /OV BUR315003 /TM 0154 /FL025 /TP BE35 /TB MOD-SEV,MOD-SEV,ZLA,2500,34.23602820284466,-118.4014209543108
2014-03-07 23:17:00+00:00,T,C172,WHP UUA /OV BUR360009 /TM 2317 /FL040 /TP C172 /TB MOD-SEV,MOD-SEV,ZLA,4000,34.350682150012155,-118.35867
2014-03-13 20:57:00+00:00,T,C210,BUR UUA /OV BUR /TM 2057 /FL030 /TP C210 /TB MOD-SEV 030-BLO /RM DURD,MOD-SEV 030-BLO,ZLA,3000,34.20067,-118.35867
2014-03-30 23:47:00+00:00,T,C172,BUR UUA /OV BUR /TM 2347 /FL050 /TP C172 /TB MOD-OCNL SEV,MOD-OCNL SEV,ZLA,5000,34.20067,-118.35867
2014-05-11 17:24:00+00:00,T,P28A,BUR UUA /OV EMT270010 /TM 1724 /FL020 /TP P28A /TB MOD-SEV 095-020,MOD-SEV 095-020,ZLA,2000,34.086,-118.23625659273488
2014-05-11 18:11:00+00:00,T,COL4,BUR UUA /OV BUR090005 /TM 1811 /FL060 /TP COL4 /TB MOD-SEV,MOD-SEV,ZLA,6000,34.20067,-118.2579050343488
2014-11-23 02:20:00+00:00,T,PC12,BUR UUA /OV BUR /TM 0220 /FL085 /TP PC12 /TB SEV,SEV,ZLA,8500,34.20067,-118.35867
2015-01-01 00:15:00+00:00,T,P28A,BUR UUA /OV BUR /TM 0015 /FL055 /TP P28A /TB SEV,SEV,ZLA,5500,34.20067,-118.35867
2015-01-13 23:22:00+00:00,T,C172,BUR UUA /OV BUR120003 /TM 2322 /FL050 /TP C172 /TB SEV,SEV,ZLA,5000,34.17566797499798,-118.30631098796076
2015-01-24 17:55:00+00:00,T,E50P,WHP UUA /OV BUR360010 /TM 1755 /FL100 /TP E50P /TB SEV,SEV,ZLA,10000,34.36735016668017,-118.35867
2015-04-26 05:17:00+00:00,T,EC45,BUR UUA /OV BUR090001 /TM 0517 /FL018 /TP EC45 /TB SEV /RM 180 DEGREE WIND CHANGE,SEV,ZLA,1800,34.20067,-118.33851700686976
2015-04-26 07:21:00+00:00,T,C182,BUR UUA /OV BUR135003 /TM 0721 /FL030 /TP C182 /TB SEV 040-030 /RM DURD,SEV 040-030,ZLA,3000,34.16531179715535,-118.3159190456892
2015-10-09 22:20:00+00:00,T,LGEZ,WHP UUA /OV BUR360010 /TM 2220 /FL070 /TP LGEZ /TB SEV,SEV,ZLA,7000,34.36735016668017,-118.35867
2015-12-26 15:24:00+00:00,T,BE20,WHP UUA /OV BUR360005 /TM 1524 /FL060 /TP BE20 /TB SEV,SEV,ZLA,6000,34.284010083340085,-118.35867
2015-12-26 18:00:00+00:00,T,DA40,BUR UUA /OV BUR150002 /TM 1800 /FL025 /TP DA40 /TB SEV /RM UDDFS 2000FPM,SEV,ZLA,2500,34.17180014826959,-118.33851700686976
2015-12-26 20:05:00+00:00,T,MU2,BUR UUA /OV BUR /TM 2005 /FL030 /TP MU2 /TB MOD OCNL SEV BLO 030 /RM DURD FA RWY 8,MOD OCNL SEV BLO 030,ZLA,3000,34.20067,-118.35867
2016-01-06 19:15:00+00:00,T,B737,BUR UUA /OV BUR /TM 1915 /FL030 /TP B737 /TB SEV 000-030 /RM DURC,SEV 000-030,ZLA,3000,34.20067,-118.35867
2016-02-08 00:34:00+00:00,T,C210,BUR UUA /OV BUR360003 /TM 0034 /FL055 /TP C210 /TB MOD-SEV,MOD-SEV,ZLA,5500,34.25067405000405,-118.35867
2016-02-15 00:41:00+00:00,T,FA20,WHP UUA /OV BUR360010 /TM 0041 /FL090 /TP FA20 /TB MOD-SEV,MOD-SEV,ZLA,9000,34.36735016668017,-118.35867
2016-10-16 19:08:00+00:00,T,EA40,BUR UUA /OV VNY090008 /TM 1908 /FL060 /TP EA40 /TB SEV,SEV,ZLA,6000,34.20972,-118.3279287441864
2016-12-02 14:55:00+00:00,F,PC12,BUR UA /OV 6 MILES E/O BUR/TM 1455/FL060/TP PC12/TB SEV 060/RM OVER DARTS INT,SEV 060,ZLA,6000,34.20067,-118.35867
2016-12-02 18:22:00+00:00,T,E135,BUR UUA /OV BUR /TM 1822 /FL030 /TP E135 /TB SEV 030-050 /RM RPTD BY SVRL ACFT 10NMR BUR,SEV 030-050,ZLA,3000,34.20067,-118.35867
2016-12-24 03:32:00+00:00,F,PC12,BUR UA /OV KBUR 3 E/TM 0332/FL060/TP PC12/TB MOD-SEVERE/RM DURD,MOD-SEVERE,ZLA,6000,34.20067,-118.35867
2017-01-20 20:20:00+00:00,T,C650,BUR UUA /OV BUR135003 /TM 2020 /FL070 /TP C650 /TB SEV,SEV,ZLA,7000,34.16531179715535,-118.3159190456892
2017-01-20 20:22:00+00:00,T,DH8A,WHP UUA /OV BUR360010 /TM 2022 /FL090 /TP DH8A /TB SEV /RM STRUCK BY LIGHTNING,SEV,ZLA,9000,34.36735016668017,-118.35867
2017-01-27 20:50:00+00:00,F,PC12,BUR UA /OV BUR/TM 2050/FL075/TP PC12/TB SEV BLO 080,SEV BLO 080,ZLA,7500,34.20067,-118.35867
2017-01-27 20:50:00+00:00,T,PC12,BUR UUA /OV BUR/TM 2050/FL075/TP PC12/TB SEV BLO 080/RM COR MSG TYPE. ZLA CWSU,SEV BLO 080,ZLA,7500,34.20067,-118.35867
2017-02-12 17:45:00+00:00,T,PA46,BUR UUA /OV BUR090004/TM 1745/FL090/TP PA46/TB MOD-SEV/RM COR MSG TYPE. ZLA CWSU,MOD-SEV,ZLA,9000,34.20067,-118.27805802747903
2017-02-12 17:45:00+00:00,F,PA46,BUR UA /OV BUR 4 E/TM 1745/FL090/TP PA46/TB MDT - SEV,MDT - SEV,ZLA,9000,34.20067,-118.35867
2017-04-04 16:33:00+00:00,T,C402,LEB UUA /OV BURGR/TM 1633/FL045/TP C402/TA 00/TB MOD-SEV 075-070/IC LGT RIME BLO 045,MOD-SEV 075-070,ZLA,4500,34.20067,-118.35867
2017-04-28 19:00:00+00:00,F,C206,BUR UA /OV EMT/TM 1900/FL075/TP C206/TB SEVERE,SEVERE,ZLA,7500,34.086,-118.035
2017-12-05 22:57:00+00:00,F,BE36,BUR UA /OV KEMT 27005/TM 2257/FL065/TP BE36/TB TB MOD-SEV,TB MOD-SEV,ZLA,6500,34.20067,-118.35867
2017-12-06 17:57:00+00:00,T,E135,BUR UUA /OV 4 MILES WEST/TM 1757/FL020/TP E135/TB MOD-SEV,MOD-SEV,ZLA,2000,34.20067,-118.35867
2017-12-06 17:57:00+00:00,T,E135,BUR UUA /OV BUR260004/TM 1757/FL020/TP E135/TB MOD-SEV/RM COR LOCTN. ZLA CWSU,MOD-SEV,ZLA,2000,34.18909251712111,-118.43805729552426
2017-12-14 19:15:00+00:00,F,C182,BUR UA /OV VNY270008/TM 1915/FL040/TP C182/TB SEV 040,SEV 040,ZLA,4000,34.20972,-118.6504112558136
2017-12-21 03:53:00+00:00,F,CL60,BUR UA /OV VNY/TM 0353/FL040/TP CL60/TB SEV BLO 40,SEV BLO 40,ZLA,4000,34.20972,-118.48917
2017-12-21 16:48:00+00:00,F,C425,BUR UA /OV BUR 7 NORTH/TM 1648/FL090/TP C425/TB SEV 090,SEV 090,ZLA,9000,34.20067,-118.35867
2018-01-27 19:09:00+00:00,F,BE35,BUR UA /OV BUR360005/TM 1909/FL070/TP BE35/TB MOD-SEV 060-070,MOD-SEV 060-070,ZLA,7000,34.284010083340085,-118.35867
2018-01-27 21:00:00+00:00,F,C414,BUR UA /OV VNY360010/TM 2100/FL055/TP C414/TB SEV,SEV,ZLA,5500,34.37640016668016,-118.48917
2018-01-28 20:58:00+00:00,T,C441,BUR UUA /OV BUR/TM 2058/FL045/TP C441/TB TB MOD-SEV BLO 045 DURC RWY 33,TB MOD-SEV BLO 045 DURC RWY 33,ZLA,4500,34.20067,-118.35867
2018-03-26 14:05:00+00:00,T,PC12,WHP UUA /OV BUR360008/TM 1405/FL080/TP PC12/TB MOD-SEV/RM COR SA-ID AND MSG TYPE. ZLA CWSU,MOD-SEV,ZLA,8000,34.334014133344134,-118.35867
2018-10-15 15:15:00+00:00,F,PA28,BUR UA /OV 7 NE BUR/TM 1515/FL070/TP PA28/TB SEVERE,SEVERE,ZLA,7000,34.2831724733042,-118.25891777327482
2018-11-11 20:48:00+00:00,T,E135,BUR UUA /OV KBUR/TM 2048/FL060/TP E135/SK CLR/WX 9SM FU/WV 16008KT/TB SEVRE TURB 5 MILES NORTH OF KBUR,SEVRE TURB 5 MILES NORTH OF KBUR,ZLA,6000,34.20067,-118.35867
2018-12-28 20:04:00+00:00,F,SR22,BUR UA /OV VNY065015/TM 2004/FL100/TP SR22/TB SEV/RM COR SA-ID AND LOCTN. ZLA CWSU,SEV,ZLA,10000,34.31538312346353,-118.21516836424608
2018-12-28 20:04:00+00:00,T,SR22,BUR UUA /OV VNY065015/TM 2004/FL100/TP SR22/TB SEV/RM COR MSG TYPE. ZLA CWSU,SEV,ZLA,10000,34.31538312346353,-118.21516836424608
2019-03-29 08:30:00+00:00,F,BE36,BUR UA /OV BUR/TM 0830/FL055/TP BE36/TB SEVERE TURB 8NE OF BUR @055,SEVERE TURB 8NE OF BUR @055,ZLA,5500,34.20067,-118.35867
2019-11-25 18:45:00+00:00,F,BE9L,BUR UA /OV DARTS/TM 1845/FL090/TP BE9L/TB SEVERE TURBULENCE,SEVERE TURBULENCE,ZLA,9000,34.20067,-118.35867
2019-11-25 18:45:00+00:00,F,C206,BUR UA /OV DARTS/TM 1845/FL055/TP C206/TB SEVERE TURBULENCE,SEVERE TURBULENCE,ZLA,5500,34.20067,-118.35867
2019-11-25 18:45:00+00:00,T,BE9L,BUR UUA /OV VNY095012/TM 1845/FL090/TP BE9L/TB SEV/RM OV DARTS. COR MSG TYPE AND LOCTN. ZLA CWSU,SEV,ZLA,9000,34.19228743952602,-118.24822847376728
2020-01-27 10:05:00+00:00,F,PC12,BUR UA /OV KBUR/TM 1005/FL030/TP PC12/WV GAINS AND LOSSES OF 10 KTS OR MORE 030 AND BELOW/TB SEVERE,SEVERE,ZLA,3000,34.20067,-118.35867
2020-01-29 21:05:00+00:00,T,E135,BUR UUA /OV VNY090015/TM 2105/FL080/TP E135/TB SEV/RM COR MSG TYPE. ZLA CWSU,SEV,ZLA,8000,34.20972,-118.18684264534951
2020-01-30 00:40:00+00:00,T,SF50,BUR UUA /OV VNY095012/TM 0040/FL065/TP SF50/TB SEV/RM OV DARTS. COR SA-ID AND LOCTN AND TURB. ZLA CWSU,SEV,ZLA,6500,34.19228743952602,-118.24822847376728
2020-01-30 01:00:00+00:00,T,P46T,BUR UUA /OV VNY095009 /TM 0100 /FL040 /TP P46T /TB SEV /RM SCTA550 BURBANK/ SX,SEV,ZLA,4000,34.19664557964452,-118.30846385532546
2020-02-03 10:05:00+00:00,F,GLEX,SAN UA /OV 10 N BUR/TM 1005/FL040/TP GLEX/TB SEV,SEV,ZLA,4000,34.36735016668017,-118.35867
2020-02-03 19:25:00+00:00,T,MO20,EMT UUA /OV BUR090010/TM 1925/FL055/TP MO20/TB MOD-SEV/RM COR SA-ID AND MSG TYPE. ZLA CWSU,MOD-SEV,ZLA,5500,34.20067,-118.1571400686976
2020-02-10 06:21:00+00:00,F,E50P,BUR UA /OV BUR/TM 0621/FL012/TP E50P/TB SEV,SEV,ZLA,1200,34.20067,-118.35867
2020-02-10 18:25:00+00:00,T,S22T,WHP UUA /OV BUR360010/TM 1825/FL075/TP S22T/TB SEV/RM COR SA-ID AND LOCTN. ZLA CWSU,SEV,ZLA,7500,34.36735016668017,-118.35867
2020-02-11 00:00:00+00:00,F,PA32,BUR UA /OV BUR V459 DARTS/TM 0000/FL9000/TP PA32/SK CLR/WX 10SM/TB SEVERE,SEVERE,ZLA,9000,34.20067,-118.35867
2020-03-01 17:10:00+00:00,T,PC12,WHP UUA /OV BUR345010/TM 1710/FL110/TP PC12/TA UNKN/TB SEV/IC MOD/RM ICE TYPE UNKN. COR SA-ID AND MSG TYPE AND LOCTN AND TURB AND ICE. ZLA CWSU,SEV,ZLA,11000,34.36167067772654,-118.41082978437927
2020-03-01 17:10:00+00:00,F,PC12,BUR UA /OV 10 NORTH OF BUR ON V459/TM 1710/FL110/TP PC12/TB SEVERE TURBULENCE /IC MODERATE /RM N/A OUTSIDE TEMP,SEVERE TURBULENCE,ZLA,11000,34.36735016668017,-118.35867
2020-03-01 22:15:00+00:00,F,EPIC,BUR UA /OV BUR36008/TM 2215/FL100/TP EPIC/TB SEVERE/RM MULTIPLE REPORTS FROM EPIC AND BE20,SEVERE,ZLA,10000,34.20067,-118.35867
2020-03-02 18:20:00+00:00,T,C172,BUR UUA /OV BUR/TM 1820/FL065/TP C172/TB SEVERE/RM DOWNDRAFTS,SEVERE,ZLA,6500,34.20067,-118.35867
2020-10-26 13:28:00+00:00,T,B350,BUR UUA /OV BUR035010/TM 1328/FL090/TP B350/TB SEV/RM COR SA-ID AND LOCTN AND TURB. ZLA CWSU,SEV,ZLA,9000,34.33720639927849,-118.2430771801855
2020-10-26 13:46:00+00:00,T,B350,BUR UUA /OV VNY095012/TM 1346/FL090/TP B350/TB CONS MOD OCNL SEV/RM +/-200 FT. +/-20 KT AIR SPEED. OV DARTS. COR SA-ID AND MSG TYPE AND LOCTN AND TURB. ZLA CWSU,CONS MOD OCNL SEV,ZLA,9000,34.19228743952602,-118.24822847376728
2020-10-26 16:50:00+00:00,T,S22T,VNY UUA /OV KBUR260006/TM 1650/FL022/TP S22T/WV 00000KT/TB SEV/RM WIND VRB04KT. COR SA-ID AND LOCTN AND WIND AND TURB. ZLA CWSU,SEV,ZLA,2200,34.183303775681665,-118.47775094328638
2020-10-26 16:51:00+00:00,T,BE9L,BUR UUA /OV SMO027007/TM 1651/FL017/TP BE9L/SK SKC/TB SEV/RM COR SA-ID AND LOCTN AND SKY. ZLA CWSU,SEV,ZLA,1700,34.124959181175385,-118.3831710140988
2020-11-28 00:35:00+00:00,T,SR20,BUR UUA /OV VNY077006 /TM 0035 /FL045 /TP SR20 /TB MOD-SEV /RM PILOTS HIT HEAD ON DASH,MOD-SEV,ZLA,4500,34.232216927539746,-118.37133851034515
2020-12-29 23:40:00+00:00,T,PA46,BUR UUA /OV 5 MILES NORTH KBUR/TM 2340/FL050/TP PA46/TB SEVERE,SEVERE,ZLA,5000,34.20067,-118.35867
2020-12-29 23:40:00+00:00,T,PA46,WHP UUA /OV KBUR350005/TM 2340/FL050/TP PA46/TB SEV/RM COR SA-ID AND LOCTN. ZLA CWSU,SEV,ZLA,5000,34.28274396021,-118.376167652658
2020-12-30 00:30:00+00:00,F,C560,BUR UA /OV DARTS INT/TM 0030/FL060 /TP C560/WV UPDRAFTS/TB MODERATE TO SEVERE /RM 060 ALTITUDE AND ABOVE,MODERATE TO SEVERE,ZLA,6000,34.20067,-118.35867
2020-12-30 04:10:00+00:00,F,B737,BUR UA /OV 10 TO 15 MILES EAST OF BUR/TM 0410/FL080 /TP B737/TB SEVERE,SEVERE,ZLA,8000,34.20067,-118.35867
2020-12-30 04:10:00+00:00,F,B737,BUR UA /OV 10 WEST OF BURBANK AP/TM 0410/FL080/TP B737/TB SEVERE,SEVERE,ZLA,8000,34.20067,-118.35867
2020-12-30 04:14:00+00:00,F,P46T,BUR UA /OV BUR /TM 0414/FL065/TP P46T/TB SEVERE,SEVERE,ZLA,6500,34.20067,-118.35867
2020-12-31 20:30:00+00:00,F,BE20,BUR UA /OV 5 EAST BUR/TM 2030/FL090/TP BE20/SK CLR/WX 10SM/TB SEVERE,SEVERE,ZLA,9000,34.20067,-118.2579050343488
2021-02-21 23:15:00+00:00,F,GLF4,BUR UA /OV 5 WEST OF VNY/TM 2315/FL050/TP GLF4/TB MODERATE TO SEVERE TURBULENCE,MODERATE TO SEVERE TURBULENCE,ZLA,5000,34.20972,-118.5899457848835
2021-02-22 05:50:00+00:00,F,PA46,BUR UA /OV 5 NW VNY/TM 0550/FL047/TP PA46/TB SEVERE TURBULENCE,SEVERE TURBULENCE,ZLA,4700,34.257521908007405,-118.57172069020214
2021-03-13 23:15:00+00:00,F,C172,BUR UA /OV BUR100010/TM 2315/FL6000/TP C172/TB SEVERE,SEVERE,ZLA,6000,34.171726292802774,-118.16020176118938
2021-03-13 23:30:00+00:00,F,GLAS,BUR UA /OV BUR360005/TM 2330/FL6000/TP GLAS/TB SEVERE/RM DURD TO 5000,SEVERE,ZLA,6000,34.284010083340085,-118.35867
2021-03-24 14:15:00+00:00,F,C182,BUR UA /OV 12 NE SMO/TM 1415/FL4500/TP C182/TB SEV TURB/RM GAINS AND LOSSES OF 20 KTS,SEV TURB,ZLA,4500,34.16243281137862,-118.2764390070324
2021-03-24 17:10:00+00:00,T,PC12,BUR UUA /OV VNY045012/TM 1710/FL080/TP PC12/TB SEV 080-070/RM DURD. COR MSG TYPE AND TURB. ZLA CWSU,SEV 080-070,ZLA,8000,34.35115281137862,-118.31814782191076
2021-03-24 17:10:00+00:00,F,PC12,BUR UA /OV 12 NE VNY/TM 1710/FL080/TP PC12/TB SEVERE TURB 080-070 IN DESCENT,SEVERE TURB 080-070 IN DESCENT,ZLA,8000,34.35115281137862,-118.31814782191076
2021-04-18 15:15:00+00:00,F,PC12,BUR UA /OV BUR/TM 1515/FL7000/TP PC12/TB SEVERE,SEVERE,ZLA,7000,34.20067,-118.35867
2021-04-18 15:45:00+00:00,F,BE9L,BUR UA /OV KBUR09010/TM 1545/FL035/TP BE9L/TB SEVERE,SEVERE,ZLA,3500,34.20067,-118.35867
2021-04-28 16:22:00+00:00,F,DA40,BUR UA /OV KBUR09010/TM 1622/FL045/TP DA40/TB MODERATE TO SEVERE,MODERATE TO SEVERE,ZLA,4500,34.20067,-118.35867
2021-04-28 16:22:00+00:00,T,DA40,EMT UUA /OV KBUR090010/TM 1622/FL045/TP DA40/TB MOD-SEV/RM COR SA-ID AND MSG TYPE AND LOCTN. ZLA CWSU,MOD-SEV,ZLA,4500,34.20067,-118.1571400686976
2021-04-28 18:20:00+00:00,T,GLF4,BUR UUA /OV VNY095012/TM 1820/FL090/TP GLF4/TB MOD-SEV 090-060/RM DURD OV DARTS. COR MSG TYPE AND LOCTN AND TURB. ZLA CWSU,MOD-SEV 090-060,ZLA,9000,34.19228743952602,-118.24822847376728
2021-04-28 18:20:00+00:00,F,GLF4,BUR UA /OV DARTS/TM 1820/FL090/TP GLF4/TB SEVERE/RM MODERATE TO SEVERE TURB DURD FL090-FL060,SEVERE,ZLA,9000,34.20067,-118.35867
2021-04-28 18:20:00+00:00,T,GLF4,BUR UUA /OV BUR110006 /TM 1820 /FL090 /TP GLF4 /TB SEV-MOD 090-060 /RM OV DARTS DURD,SEV-MOD 090-060,ZLA,9000,34.16646521530151,-118.2450442864126
2021-05-02 18:55:00+00:00,F,C172,BUR UA /OV ROKKR/TM 1855/FL110/TP C172/TB SEVERE/RM 070-110FT,SEVERE,ZLA,11000,34.20067,-118.35867
2021-08-16 22:08:00+00:00,T,E145,DAN UUA /OV BURRZ/TM 2208/FL200/TP E145/TB SEV,SEV,ZLA,20000,34.20067,-118.35867
