valid,urgent,aircraft,report,turbulence,atrcc,fl,lat,lon,date,station,time,wind_speed (kt),RH,wind_dir (deg)
2003-12-11 22:50:00+00:00,F,GLF4,BUR UA /OV BUR330015/TM 2250/FL100/TP GLF4/TB LGT-MOD/RM DURD,LGT-MOD,ZLA,10000,34.41719388797807,-118.5098174484768,2003-12-11,BUR,2003-12-11 20:53,9.00,40.37,340.0
2003-12-11 22:50:00+00:00,F,GLF4,BUR UA /OV BUR330015/TM 2250/FL100/TP GLF4/TB LGT-MOD/RM DURD,LGT-MOD,ZLA,10000,34.41719388797807,-118.5098174484768,2003-12-11,BUR,2003-12-11 21:53,13.00,35.87,350.0
2003-12-11 22:50:00+00:00,F,GLF4,BUR UA /OV BUR330015/TM 2250/FL100/TP GLF4/TB LGT-MOD/RM DURD,LGT-MOD,ZLA,10000,34.41719388797807,-118.5098174484768,2003-12-11,BUR,2003-12-11 22:53,14.00,22.78,330.0
2003-12-11 22:50:00+00:00,F,GLF4,BUR UA /OV BUR330015/TM 2250/FL100/TP GLF4/TB LGT-MOD/RM DURD,LGT-MOD,ZLA,10000,34.41719388797807,-118.5098174484768,2003-12-11,BUR,2003-12-11 23:53,19.00,25.41,360.0
2003-12-30 21:30:00+00:00,F,BE35,BUR UA /OV VNY270007/TM 2130/FL025/TP BE35/TB MOD/RM AT VPLSS SANTA SUSANNA PASS,MOD,ZLA,2500,34.20972,-118.6302560988369,2003-12-30,BUR,2003-12-30 12:53,8.00,45.97,40.0
2003-12-30 21:30:00+00:00,F,BE35,BUR UA /OV VNY270007/TM 2130/FL025/TP BE35/TB MOD/RM AT VPLSS SANTA SUSANNA PASS,MOD,ZLA,2500,34.20972,-118.6302560988369,2003-12-30,BUR,2003-12-30 18:53,0.00,34.41,0.0
2003-12-30 21:30:00+00:00,F,BE35,BUR UA /OV VNY270007/TM 2130/FL025/TP BE35/TB MOD/RM AT VPLSS SANTA SUSANNA PASS,MOD,ZLA,2500,34.20972,-118.6302560988369,2003-12-30,BUR,2003-12-30 22:53,4.00,28.45,320.0
2003-12-30 21:30:00+00:00,F,BE35,BUR UA /OV VNY270007/TM 2130/FL025/TP BE35/TB MOD/RM AT VPLSS SANTA SUSANNA PASS,MOD,ZLA,2500,34.20972,-118.6302560988369,2003-12-30,BUR,2003-12-30 23:53,7.00,31.85,350.0
2004-01-03 19:11:00+00:00,F,C182,BUR UA /OV BUR/TM 1911/FL065/TP C182/TB MOD,MOD,ZLA,6500,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 14:53,12.00,47.05,10.0
2004-01-03 19:11:00+00:00,F,C182,BUR UA /OV BUR/TM 1911/FL065/TP C182/TB MOD,MOD,ZLA,6500,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 15:53,13.00,41.89,330.0
2004-01-03 19:11:00+00:00,F,C182,BUR UA /OV BUR/TM 1911/FL065/TP C182/TB MOD,MOD,ZLA,6500,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 16:53,9.00,38.74,330.0
2004-01-03 19:11:00+00:00,F,C182,BUR UA /OV BUR/TM 1911/FL065/TP C182/TB MOD,MOD,ZLA,6500,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 17:53,16.00,32.86,330.0
2004-01-03 19:11:00+00:00,F,C182,BUR UA /OV BUR/TM 1911/FL065/TP C182/TB MOD,MOD,ZLA,6500,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 18:53,14.00,31.57,320.0
2004-01-03 19:11:00+00:00,F,C182,BUR UA /OV BUR/TM 1911/FL065/TP C182/TB MOD,MOD,ZLA,6500,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 20:53,12.00,26.28,340.0
2004-01-03 19:11:00+00:00,F,C182,BUR UA /OV BUR/TM 1911/FL065/TP C182/TB MOD,MOD,ZLA,6500,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 21:53,13.00,23.98,330.0
2004-01-03 19:11:00+00:00,F,C182,BUR UA /OV BUR/TM 1911/FL065/TP C182/TB MOD,MOD,ZLA,6500,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 22:53,16.00,24.15,340.0
2004-01-03 19:11:00+00:00,F,C182,BUR UA /OV BUR/TM 1911/FL065/TP C182/TB MOD,MOD,ZLA,6500,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 23:53,18.00,27.02,340.0
2004-01-03 21:43:00+00:00,T,AEST,BUR UUA /OV BUR/TM 2143/FL060/TP AEST/TB SEV,SEV,ZLA,6000,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 14:53,12.00,47.05,10.0
2004-01-03 21:43:00+00:00,T,AEST,BUR UUA /OV BUR/TM 2143/FL060/TP AEST/TB SEV,SEV,ZLA,6000,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 15:53,13.00,41.89,330.0
2004-01-03 21:43:00+00:00,T,AEST,BUR UUA /OV BUR/TM 2143/FL060/TP AEST/TB SEV,SEV,ZLA,6000,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 16:53,9.00,38.74,330.0
2004-01-03 21:43:00+00:00,T,AEST,BUR UUA /OV BUR/TM 2143/FL060/TP AEST/TB SEV,SEV,ZLA,6000,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 17:53,16.00,32.86,330.0
2004-01-03 21:43:00+00:00,T,AEST,BUR UUA /OV BUR/TM 2143/FL060/TP AEST/TB SEV,SEV,ZLA,6000,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 18:53,14.00,31.57,320.0
2004-01-03 21:43:00+00:00,T,AEST,BUR UUA /OV BUR/TM 2143/FL060/TP AEST/TB SEV,SEV,ZLA,6000,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 20:53,12.00,26.28,340.0
2004-01-03 21:43:00+00:00,T,AEST,BUR UUA /OV BUR/TM 2143/FL060/TP AEST/TB SEV,SEV,ZLA,6000,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 21:53,13.00,23.98,330.0
2004-01-03 21:43:00+00:00,T,AEST,BUR UUA /OV BUR/TM 2143/FL060/TP AEST/TB SEV,SEV,ZLA,6000,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 22:53,16.00,24.15,340.0
2004-01-03 21:43:00+00:00,T,AEST,BUR UUA /OV BUR/TM 2143/FL060/TP AEST/TB SEV,SEV,ZLA,6000,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 23:53,18.00,27.02,340.0
2004-01-03 23:32:00+00:00,T,C210,BUR UUA /OV BUR/TM 2332/FL060/TP C210/TB SEV,SEV,ZLA,6000,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 14:53,12.00,47.05,10.0
2004-01-03 23:32:00+00:00,T,C210,BUR UUA /OV BUR/TM 2332/FL060/TP C210/TB SEV,SEV,ZLA,6000,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 15:53,13.00,41.89,330.0
2004-01-03 23:32:00+00:00,T,C210,BUR UUA /OV BUR/TM 2332/FL060/TP C210/TB SEV,SEV,ZLA,6000,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 16:53,9.00,38.74,330.0
2004-01-03 23:32:00+00:00,T,C210,BUR UUA /OV BUR/TM 2332/FL060/TP C210/TB SEV,SEV,ZLA,6000,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 17:53,16.00,32.86,330.0
2004-01-03 23:32:00+00:00,T,C210,BUR UUA /OV BUR/TM 2332/FL060/TP C210/TB SEV,SEV,ZLA,6000,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 18:53,14.00,31.57,320.0
2004-01-03 23:32:00+00:00,T,C210,BUR UUA /OV BUR/TM 2332/FL060/TP C210/TB SEV,SEV,ZLA,6000,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 20:53,12.00,26.28,340.0
2004-01-03 23:32:00+00:00,T,C210,BUR UUA /OV BUR/TM 2332/FL060/TP C210/TB SEV,SEV,ZLA,6000,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 21:53,13.00,23.98,330.0
2004-01-03 23:32:00+00:00,T,C210,BUR UUA /OV BUR/TM 2332/FL060/TP C210/TB SEV,SEV,ZLA,6000,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 22:53,16.00,24.15,340.0
2004-01-03 23:32:00+00:00,T,C210,BUR UUA /OV BUR/TM 2332/FL060/TP C210/TB SEV,SEV,ZLA,6000,34.20067,-118.35867,2004-01-03,BUR,2004-01-03 23:53,18.00,27.02,340.0
2004-01-05 15:52:00+00:00,F,PA31,VNY UA /OV BUR-FIM-RZS130010/TM 1552/FL060/TP PA31/TB LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,ZLA,6000,34.2528600540775,-118.72532620035538,2004-01-05,BUR,2004-01-05 03:53,4.00,43.49,340.0
2004-01-05 15:52:00+00:00,F,PA31,VNY UA /OV BUR-FIM-RZS130010/TM 1552/FL060/TP PA31/TB LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,ZLA,6000,34.2528600540775,-118.72532620035538,2004-01-05,BUR,2004-01-05 04:53,4.00,43.02,340.0
2004-01-05 15:52:00+00:00,F,PA31,VNY UA /OV BUR-FIM-RZS130010/TM 1552/FL060/TP PA31/TB LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,ZLA,6000,34.2528600540775,-118.72532620035538,2004-01-05,BUR,2004-01-05 05:53,0.00,44.83,0.0
2004-01-05 15:52:00+00:00,F,PA31,VNY UA /OV BUR-FIM-RZS130010/TM 1552/FL060/TP PA31/TB LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,ZLA,6000,34.2528600540775,-118.72532620035538,2004-01-05,BUR,2004-01-05 08:53,0.00,49.93,0.0
2004-01-05 15:52:00+00:00,F,PA31,VNY UA /OV BUR-FIM-RZS130010/TM 1552/FL060/TP PA31/TB LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,ZLA,6000,34.2528600540775,-118.72532620035538,2004-01-05,BUR,2004-01-05 09:53,0.00,49.93,0.0
2004-01-05 15:52:00+00:00,F,PA31,VNY UA /OV BUR-FIM-RZS130010/TM 1552/FL060/TP PA31/TB LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,ZLA,6000,34.2528600540775,-118.72532620035538,2004-01-05,BUR,2004-01-05 16:53,0.00,37.03,0.0
2004-01-05 15:52:00+00:00,F,PA31,VNY UA /OV BUR-FIM-RZS130010/TM 1552/FL060/TP PA31/TB LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,ZLA,6000,34.2528600540775,-118.72532620035538,2004-01-05,BUR,2004-01-05 18:53,0.00,23.07,0.0
2004-01-05 15:52:00+00:00,F,PA31,VNY UA /OV BUR-FIM-RZS130010/TM 1552/FL060/TP PA31/TB LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,ZLA,6000,34.2528600540775,-118.72532620035538,2004-01-05,BUR,2004-01-05 19:53,0.00,19.07,0.0
2004-01-05 15:52:00+00:00,F,PA31,VNY UA /OV BUR-FIM-RZS130010/TM 1552/FL060/TP PA31/TB LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,ZLA,6000,34.2528600540775,-118.72532620035538,2004-01-05,BUR,2004-01-05 20:53,0.00,16.98,0.0
2004-01-05 15:52:00+00:00,F,PA31,VNY UA /OV BUR-FIM-RZS130010/TM 1552/FL060/TP PA31/TB LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,ZLA,6000,34.2528600540775,-118.72532620035538,2004-01-05,BUR,2004-01-05 22:53,0.00,12.27,0.0
2004-01-05 15:52:00+00:00,F,PA31,VNY UA /OV BUR-FIM-RZS130010/TM 1552/FL060/TP PA31/TB LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,LGT OCNL MOD 044-060 DURGC BUR-15W FIM OTRW SMTH,ZLA,6000,34.2528600540775,-118.72532620035538,2004-01-05,BUR,2004-01-05 23:53,0.00,12.9,0.0
2004-01-21 14:57:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1457/FL090/TP E120/TB LGT-MOD 090/BLW/RM DARTS INTXN,LGT-MOD 090,ZLA,9000,34.19228743952602,-118.24822847376728,2004-01-21,BUR,2004-01-21 13:53,12.00,40.05,20.0
2004-01-21 14:57:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1457/FL090/TP E120/TB LGT-MOD 090/BLW/RM DARTS INTXN,LGT-MOD 090,ZLA,9000,34.19228743952602,-118.24822847376728,2004-01-21,BUR,2004-01-21 18:53,9.00,18.9,30.0
2004-01-21 14:57:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1457/FL090/TP E120/TB LGT-MOD 090/BLW/RM DARTS INTXN,LGT-MOD 090,ZLA,9000,34.19228743952602,-118.24822847376728,2004-01-21,BUR,2004-01-21 21:06,10.00,16.5,20.0
2004-01-21 14:57:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1457/FL090/TP E120/TB LGT-MOD 090/BLW/RM DARTS INTXN,LGT-MOD 090,ZLA,9000,34.19228743952602,-118.24822847376728,2004-01-21,BUR,2004-01-21 21:53,8.00,15.13,40.0
2004-01-21 14:57:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1457/FL090/TP E120/TB LGT-MOD 090/BLW/RM DARTS INTXN,LGT-MOD 090,ZLA,9000,34.19228743952602,-118.24822847376728,2004-01-21,BUR,2004-01-21 22:53,6.00,15.01,360.0
2004-01-21 14:57:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1457/FL090/TP E120/TB LGT-MOD 090/BLW/RM DARTS INTXN,LGT-MOD 090,ZLA,9000,34.19228743952602,-118.24822847376728,2004-01-21,BUR,2004-01-21 23:53,12.00,14.33,20.0
2004-01-21 15:17:00+00:00,F,DHC6,BUR UA /OV VNY030010/TM 1517/FL065/TP DHC6/TB MOD/RM 5N BUR,MOD,ZLA,6500,34.354069258652046,-118.3883942151165,2004-01-21,BUR,2004-01-21 13:53,12.00,40.05,20.0
2004-01-21 15:17:00+00:00,F,DHC6,BUR UA /OV VNY030010/TM 1517/FL065/TP DHC6/TB MOD/RM 5N BUR,MOD,ZLA,6500,34.354069258652046,-118.3883942151165,2004-01-21,BUR,2004-01-21 18:53,9.00,18.9,30.0
2004-01-21 15:17:00+00:00,F,DHC6,BUR UA /OV VNY030010/TM 1517/FL065/TP DHC6/TB MOD/RM 5N BUR,MOD,ZLA,6500,34.354069258652046,-118.3883942151165,2004-01-21,BUR,2004-01-21 21:06,10.00,16.5,20.0
2004-01-21 15:17:00+00:00,F,DHC6,BUR UA /OV VNY030010/TM 1517/FL065/TP DHC6/TB MOD/RM 5N BUR,MOD,ZLA,6500,34.354069258652046,-118.3883942151165,2004-01-21,BUR,2004-01-21 21:53,8.00,15.13,40.0
2004-01-21 15:17:00+00:00,F,DHC6,BUR UA /OV VNY030010/TM 1517/FL065/TP DHC6/TB MOD/RM 5N BUR,MOD,ZLA,6500,34.354069258652046,-118.3883942151165,2004-01-21,BUR,2004-01-21 22:53,6.00,15.01,360.0
2004-01-21 15:17:00+00:00,F,DHC6,BUR UA /OV VNY030010/TM 1517/FL065/TP DHC6/TB MOD/RM 5N BUR,MOD,ZLA,6500,34.354069258652046,-118.3883942151165,2004-01-21,BUR,2004-01-21 23:53,12.00,14.33,20.0
2004-01-21 18:16:00+00:00,F,C210,BUR UA /OV BUR/TM 1816/FL060/TP C210/TB LGT-MOD/RM OVR FOOTHILLS,LGT-MOD,ZLA,6000,34.20067,-118.35867,2004-01-21,BUR,2004-01-21 13:53,12.00,40.05,20.0
2004-01-21 18:16:00+00:00,F,C210,BUR UA /OV BUR/TM 1816/FL060/TP C210/TB LGT-MOD/RM OVR FOOTHILLS,LGT-MOD,ZLA,6000,34.20067,-118.35867,2004-01-21,BUR,2004-01-21 18:53,9.00,18.9,30.0
2004-01-21 18:16:00+00:00,F,C210,BUR UA /OV BUR/TM 1816/FL060/TP C210/TB LGT-MOD/RM OVR FOOTHILLS,LGT-MOD,ZLA,6000,34.20067,-118.35867,2004-01-21,BUR,2004-01-21 21:06,10.00,16.5,20.0
2004-01-21 18:16:00+00:00,F,C210,BUR UA /OV BUR/TM 1816/FL060/TP C210/TB LGT-MOD/RM OVR FOOTHILLS,LGT-MOD,ZLA,6000,34.20067,-118.35867,2004-01-21,BUR,2004-01-21 21:53,8.00,15.13,40.0
2004-01-21 18:16:00+00:00,F,C210,BUR UA /OV BUR/TM 1816/FL060/TP C210/TB LGT-MOD/RM OVR FOOTHILLS,LGT-MOD,ZLA,6000,34.20067,-118.35867,2004-01-21,BUR,2004-01-21 22:53,6.00,15.01,360.0
2004-01-21 18:16:00+00:00,F,C210,BUR UA /OV BUR/TM 1816/FL060/TP C210/TB LGT-MOD/RM OVR FOOTHILLS,LGT-MOD,ZLA,6000,34.20067,-118.35867,2004-01-21,BUR,2004-01-21 23:53,12.00,14.33,20.0
2004-01-22 14:54:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1454/FL070/TP E120/TB MOD/RM OV DARTS DURGD,MOD,ZLA,7000,34.19228743952602,-118.24822847376728,2004-01-22,BUR,2004-01-22 00:53,11.00,16.09,40.0
2004-01-22 14:54:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1454/FL070/TP E120/TB MOD/RM OV DARTS DURGD,MOD,ZLA,7000,34.19228743952602,-118.24822847376728,2004-01-22,BUR,2004-01-22 02:53,5.00,19.99,320.0
2004-01-22 14:54:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1454/FL070/TP E120/TB MOD/RM OV DARTS DURGD,MOD,ZLA,7000,34.19228743952602,-118.24822847376728,2004-01-22,BUR,2004-01-22 04:53,8.00,25.96,10.0
2004-01-22 14:54:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1454/FL070/TP E120/TB MOD/RM OV DARTS DURGD,MOD,ZLA,7000,34.19228743952602,-118.24822847376728,2004-01-22,BUR,2004-01-22 05:53,12.00,27.33,20.0
2004-01-22 14:54:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1454/FL070/TP E120/TB MOD/RM OV DARTS DURGD,MOD,ZLA,7000,34.19228743952602,-118.24822847376728,2004-01-22,BUR,2004-01-22 06:53,16.00,16.44,40.0
2004-01-22 14:54:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1454/FL070/TP E120/TB MOD/RM OV DARTS DURGD,MOD,ZLA,7000,34.19228743952602,-118.24822847376728,2004-01-22,BUR,2004-01-22 07:53,26.00,16.44,40.0
2004-01-22 14:54:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1454/FL070/TP E120/TB MOD/RM OV DARTS DURGD,MOD,ZLA,7000,34.19228743952602,-118.24822847376728,2004-01-22,BUR,2004-01-22 08:53,29.00,16.19,30.0
2004-01-22 14:54:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1454/FL070/TP E120/TB MOD/RM OV DARTS DURGD,MOD,ZLA,7000,34.19228743952602,-118.24822847376728,2004-01-22,BUR,2004-01-22 09:53,32.00,16.98,30.0
2004-01-22 14:54:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1454/FL070/TP E120/TB MOD/RM OV DARTS DURGD,MOD,ZLA,7000,34.19228743952602,-118.24822847376728,2004-01-22,BUR,2004-01-22 10:53,21.00,17.64,40.0
2004-01-22 14:54:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1454/FL070/TP E120/TB MOD/RM OV DARTS DURGD,MOD,ZLA,7000,34.19228743952602,-118.24822847376728,2004-01-22,BUR,2004-01-22 11:53,17.00,17.23,20.0
2004-01-22 14:54:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1454/FL070/TP E120/TB MOD/RM OV DARTS DURGD,MOD,ZLA,7000,34.19228743952602,-118.24822847376728,2004-01-22,BUR,2004-01-22 13:53,9.00,21.17,10.0
2004-01-22 14:54:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1454/FL070/TP E120/TB MOD/RM OV DARTS DURGD,MOD,ZLA,7000,34.19228743952602,-118.24822847376728,2004-01-22,BUR,2004-01-22 14:53,11.00,21.88,360.0
2004-01-22 14:54:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1454/FL070/TP E120/TB MOD/RM OV DARTS DURGD,MOD,ZLA,7000,34.19228743952602,-118.24822847376728,2004-01-22,BUR,2004-01-22 18:53,14.00,13.35,360.0
2004-01-22 14:54:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1454/FL070/TP E120/TB MOD/RM OV DARTS DURGD,MOD,ZLA,7000,34.19228743952602,-118.24822847376728,2004-01-22,BUR,2004-01-22 19:53,15.00,11.82,360.0
2004-01-22 14:54:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1454/FL070/TP E120/TB MOD/RM OV DARTS DURGD,MOD,ZLA,7000,34.19228743952602,-118.24822847376728,2004-01-22,BUR,2004-01-22 20:53,22.00,13.1,350.0
2004-01-22 14:54:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1454/FL070/TP E120/TB MOD/RM OV DARTS DURGD,MOD,ZLA,7000,34.19228743952602,-118.24822847376728,2004-01-22,BUR,2004-01-22 21:53,14.00,12.05,10.0
2004-01-22 14:54:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1454/FL070/TP E120/TB MOD/RM OV DARTS DURGD,MOD,ZLA,7000,34.19228743952602,-118.24822847376728,2004-01-22,BUR,2004-01-22 22:53,15.00,12.63,20.0
2004-01-22 14:54:00+00:00,F,E120,BUR UA /OV VNY095012/TM 1454/FL070/TP E120/TB MOD/RM OV DARTS DURGD,MOD,ZLA,7000,34.19228743952602,-118.24822847376728,2004-01-22,BUR,2004-01-22 23:53,17.00,13.33,20.0
2004-01-22 18:16:00+00:00,F,SR22,BUR UA /OV BUR-GMN130015/TM 1816/FL093/TP SR22/TA 02/WV 041046KT/TB CONS LGT OCNL MOD BLW 080 OTRW SMTH,CONS LGT OCNL MOD BLW 080 OTRW SMTH,ZLA,9300,34.20067,-118.35867,2004-01-22,BUR,2004-01-22 00:53,11.00,16.09,40.0
2004-01-22 18:16:00+00:00,F,SR22,BUR UA /OV BUR-GMN130015/TM 1816/FL093/TP SR22/TA 02/WV 041046KT/TB CONS LGT OCNL MOD BLW 080 OTRW SMTH,CONS LGT OCNL MOD BLW 080 OTRW SMTH,ZLA,9300,34.20067,-118.35867,2004-01-22,BUR,2004-01-22 02:53,5.00,19.99,320.0
2004-01-22 18:16:00+00:00,F,SR22,BUR UA /OV BUR-GMN130015/TM 1816/FL093/TP SR22/TA 02/WV 041046KT/TB CONS LGT OCNL MOD BLW 080 OTRW SMTH,CONS LGT OCNL MOD BLW 080 OTRW SMTH,ZLA,9300,34.20067,-118.35867,2004-01-22,BUR,2004-01-22 04:53,8.00,25.96,10.0
2004-01-22 18:16:00+00:00,F,SR22,BUR UA /OV BUR-GMN130015/TM 1816/FL093/TP SR22/TA 02/WV 041046KT/TB CONS LGT OCNL MOD BLW 080 OTRW SMTH,CONS LGT OCNL MOD BLW 080 OTRW SMTH,ZLA,9300,34.20067,-118.35867,2004-01-22,BUR,2004-01-22 05:53,12.00,27.33,20.0
2004-01-22 18:16:00+00:00,F,SR22,BUR UA /OV BUR-GMN130015/TM 1816/FL093/TP SR22/TA 02/WV 041046KT/TB CONS LGT OCNL MOD BLW 080 OTRW SMTH,CONS LGT OCNL MOD BLW 080 OTRW SMTH,ZLA,9300,34.20067,-118.35867,2004-01-22,BUR,2004-01-22 06:53,16.00,16.44,40.0
2004-01-22 18:16:00+00:00,F,SR22,BUR UA /OV BUR-GMN130015/TM 1816/FL093/TP SR22/TA 02/WV 041046KT/TB CONS LGT OCNL MOD BLW 080 OTRW SMTH,CONS LGT OCNL MOD BLW 080 OTRW SMTH,ZLA,9300,34.20067,-118.35867,2004-01-22,BUR,2004-01-22 07:53,26.00,16.44,40.0
2004-01-22 18:16:00+00:00,F,SR22,BUR UA /OV BUR-GMN130015/TM 1816/FL093/TP SR22/TA 02/WV 041046KT/TB CONS LGT OCNL MOD BLW 080 OTRW SMTH,CONS LGT OCNL MOD BLW 080 OTRW SMTH,ZLA,9300,34.20067,-118.35867,2004-01-22,BUR,2004-01-22 08:53,29.00,16.19,30.0
2004-01-22 18:16:00+00:00,F,SR22,BUR UA /OV BUR-GMN130015/TM 1816/FL093/TP SR22/TA 02/WV 041046KT/TB CONS LGT OCNL MOD BLW 080 OTRW SMTH,CONS LGT OCNL MOD BLW 080 OTRW SMTH,ZLA,9300,34.20067,-118.35867,2004-01-22,BUR,2004-01-22 09:53,32.00,16.98,30.0
2004-01-22 18:16:00+00:00,F,SR22,BUR UA /OV BUR-GMN130015/TM 1816/FL093/TP SR22/TA 02/WV 041046KT/TB CONS LGT OCNL MOD BLW 080 OTRW SMTH,CONS LGT OCNL MOD BLW 080 OTRW SMTH,ZLA,9300,34.20067,-118.35867,2004-01-22,BUR,2004-01-22 10:53,21.00,17.64,40.0
2004-01-22 18:16:00+00:00,F,SR22,BUR UA /OV BUR-GMN130015/TM 1816/FL093/TP SR22/TA 02/WV 041046KT/TB CONS LGT OCNL MOD BLW 080 OTRW SMTH,CONS LGT OCNL MOD BLW 080 OTRW SMTH,ZLA,9300,34.20067,-118.35867,2004-01-22,BUR,2004-01-22 11:53,17.00,17.23,20.0
2004-01-22 18:16:00+00:00,F,SR22,BUR UA /OV BUR-GMN130015/TM 1816/FL093/TP SR22/TA 02/WV 041046KT/TB CONS LGT OCNL MOD BLW 080 OTRW SMTH,CONS LGT OCNL MOD BLW 080 OTRW SMTH,ZLA,9300,34.20067,-118.35867,2004-01-22,BUR,2004-01-22 13:53,9.00,21.17,10.0
2004-01-22 18:16:00+00:00,F,SR22,BUR UA /OV BUR-GMN130015/TM 1816/FL093/TP SR22/TA 02/WV 041046KT/TB CONS LGT OCNL MOD BLW 080 OTRW SMTH,CONS LGT OCNL MOD BLW 080 OTRW SMTH,ZLA,9300,34.20067,-118.35867,2004-01-22,BUR,2004-01-22 14:53,11.00,21.88,360.0
2004-01-22 18:16:00+00:00,F,SR22,BUR UA /OV BUR-GMN130015/TM 1816/FL093/TP SR22/TA 02/WV 041046KT/TB CONS LGT OCNL MOD BLW 080 OTRW SMTH,CONS LGT OCNL MOD BLW 080 OTRW SMTH,ZLA,9300,34.20067,-118.35867,2004-01-22,BUR,2004-01-22 18:53,14.00,13.35,360.0
2004-01-22 18:16:00+00:00,F,SR22,BUR UA /OV BUR-GMN130015/TM 1816/FL093/TP SR22/TA 02/WV 041046KT/TB CONS LGT OCNL MOD BLW 080 OTRW SMTH,CONS LGT OCNL MOD BLW 080 OTRW SMTH,ZLA,9300,34.20067,-118.35867,2004-01-22,BUR,2004-01-22 19:53,15.00,11.82,360.0
2004-01-22 18:16:00+00:00,F,SR22,BUR UA /OV BUR-GMN130015/TM 1816/FL093/TP SR22/TA 02/WV 041046KT/TB CONS LGT OCNL MOD BLW 080 OTRW SMTH,CONS LGT OCNL MOD BLW 080 OTRW SMTH,ZLA,9300,34.20067,-118.35867,2004-01-22,BUR,2004-01-22 20:53,22.00,13.1,350.0
